2.287558163516223431e-04 1.131431076828448568e-06
1.535592673462815583e-06 3.267871534262667410e-06
4.829973022424383089e-06 6.695496722386451438e-06
6.799979928473476321e-06 1.100294684874825180e-05
6.456689789047231898e-06 6.423025297408457845e-06
5.976819920761045069e-06 1.429503640792972874e-06
5.238598532741889358e-06 8.162266567524056882e-06
6.249640591704519466e-06 5.568976121139712632e-06
4.597929091687547043e-06 1.539203935863042716e-06
5.561523266806034371e-06 2.250647867185762152e-06
5.040047199145192280e-06 1.067889115802245215e-05
4.321104370319517329e-06 9.560053513268940151e-06
4.512888608587672934e-06 1.175490524474298581e-06
4.157811872573802248e-06 1.517353211966110393e-06
3.830123660009121522e-06 6.200320513016777113e-06
3.790180926444008946e-06 7.318570851566619240e-07
3.648440952019882388e-06 2.035290663116029464e-06
3.392029157112119719e-06 1.495720766797603574e-06
2.880708962038625032e-06 6.174835220917884726e-07
3.109793397015891969e-06 7.892161875133751892e-07
2.927092737081693485e-06 2.471925881764036603e-06
2.707168505367008038e-06 2.068015646727872081e-06
2.263766418764134869e-06 5.384017072174174245e-07
2.448062559778918512e-06 8.552295867048087530e-07
2.055378217846737243e-06 6.893284307807334699e-07
2.174371275032171980e-06 2.750303792709019035e-06
2.046181634796084836e-06 9.620736136639607139e-07
1.760732061484304722e-06 1.670923211349872872e-06
1.736803028506983537e-06 6.908349519108014647e-07
1.593696765667118598e-06 9.250211405742447823e-07
1.480922833252407145e-06 7.983207979123108089e-07
1.441842982785601635e-06 1.668227241680142470e-06
1.244408736056357156e-06 1.206033061862399336e-06
1.307980255660368130e-06 2.736637952693854459e-06
1.160804686151095666e-06 1.893400622066110373e-06
1.026275072035787161e-06 9.025924896377546247e-07
1.107009325096441898e-06 1.405913053531548940e-06
9.645913223721436225e-07 7.790511631355911959e-07
9.394352105118741747e-07 5.008218977309297770e-07
9.123331778937426861e-07 6.686416327283950523e-07
8.342602768607321195e-07 7.165906481532147154e-07
8.154943316185381263e-07 7.657611149625154212e-07
7.684238880756311119e-07 8.061498988354287576e-07
7.425113039971620310e-07 6.619199552915233653e-07
7.322180408664280549e-07 7.840597504582547117e-07
6.780994112887128722e-07 6.343914265016792342e-07
6.668330456705007236e-07 6.395777063517016359e-07
6.451115837080578785e-07 5.062046284365351312e-07
6.208476293068088125e-07 4.726288693746028002e-07
6.121153433014114853e-07 5.117209411764633842e-07
