name,status,n_train,n_test,predict_steps,train_loss,val_loss,mean_err,std_err,gen_time_s,train_time_s
GBM,ok,490000,50000,100,5.881940410290554e-07,1.686266841716133e-06,0.3005731999874115,0.1125626266002655,1730.5457618236542,1756.4070315361023
