0.16226,0.10199,0.0618,0.039014,0.025848,0.017866,0.012784,0.009409,0.0070951,0.0054791,0.0043469
0.31199,0.19555,0.11899,0.075501,0.050254,0.034866,0.025019,0.018453,0.013939,0.010782,0.0085709
0.43792,0.2733,0.16749,0.1072,0.071907,0.050198,0.036189,0.026786,0.020293,0.015743,0.012556
0.53111,0.32975,0.20423,0.13234,0.089739,0.063186,0.045849,0.034103,0.025944,0.020212,0.016198
0.58583,0.36186,0.22741,0.14979,0.10301,0.073324,0.053643,0.040154,0.030716,0.024063,0.019411
0.6,0.36929,0.23667,0.15915,0.11133,0.080299,0.059328,0.044756,0.034474,0.027204,0.022131
0.57528,0.35419,0.23293,0.16067,0.11471,0.084004,0.062783,0.047803,0.037137,0.029576,0.024321
0.51675,0.32068,0.21817,0.15519,0.11343,0.084519,0.064003,0.049267,0.038676,0.031157,0.025969
0.43218,0.2741,0.19504,0.14395,0.10806,0.08209,0.063095,0.049192,0.039113,0.031964,0.027093
0.33104,0.2202,0.16644,0.12836,0.099304,0.077084,0.060255,0.047694,0.038522,0.03205,0.027735
0.22345,0.16433,0.13511,0.10986,0.087954,0.069947,0.055751,0.044942,0.037019,0.031502,0.027966
0.11897,0.11085,0.10333,0.089751,0.074778,0.06116,0.049895,0.041148,0.034754,0.030433,0.027877
0.025644,0.062735,0.072778,0.069081,0.060478,0.051203,0.04302,0.036549,0.031904,0.028982,0.027579
-0.050724,0.02155,0.044426,0.048622,0.045647,0.040522,0.035462,0.031399,0.028666,0.027304,0.027203
-0.10701,-0.012421,0.018689,0.028884,0.030766,0.02952,0.027541,0.025954,0.025248,0.025573,0.026889
-0.14277,-0.039813,-0.0044362,0.010175,0.016211,0.018545,0.019559,0.020468,0.021864,0.023969,0.026792
-0.15996,-0.061753,-0.025155,-0.007322,0.002276,0.0079009,0.011793,0.015192,0.018734,0.022682,0.027071
-0.16232,-0.079446,-0.043694,-0.023471,-0.010791,-0.0021437,0.0045085,0.01037,0.016082,0.02191,0.027894
-0.15459,-0.093866,-0.060161,-0.038123,-0.022762,-0.011336,-0.0020394,0.0062519,0.014136,0.021851,0.029424
-0.14172,-0.10559,-0.074491,-0.051086,-0.033404,-0.019424,-0.0075902,0.0030899,0.013127,0.022705,0.031823
-0.12809,-0.11478,-0.086463,-0.06212,-0.042467,-0.02614,-0.01187,0.0011464,0.01329,0.024664,0.035239
-0.11696,-0.12132,-0.095769,-0.070951,-0.049676,-0.031194,-0.014589,0.00069069,0.014853,0.02791,0.039802
-0.11019,-0.12495,-0.10211,-0.077304,-0.054735,-0.034272,-0.01544,0.0019926,0.018033,0.0326,0.045613
-0.10813,-0.12553,-0.10529,-0.080929,-0.057333,-0.035042,-0.014112,0.0053094,0.023021,0.038856,0.052735
-0.10992,-0.12309,-0.10525,-0.081613,-0.057161,-0.033169,-0.010311,0.010867,0.029964,0.046754,0.061185
-0.1138,-0.11794,-0.10208,-0.079189,-0.053919,-0.02834,-0.0037784,0.018838,0.038947,0.056309,0.070927
-0.11766,-0.11057,-0.095983,-0.073517,-0.047335,-0.02029,0.0056741,0.029315,0.049981,0.067466,0.081864
-0.11944,-0.10152,-0.087138,-0.06447,-0.037187,-0.0088368,0.018137,0.042294,0.062983,0.080094,0.093839
-0.11755,-0.091201,-0.075652,-0.051922,-0.023321,0.0060937,0.033576,0.05765,0.077773,0.093985,0.10664
-0.11105,-0.07971,-0.06147,-0.035741,-0.0056772,0.024435,0.051816,0.075137,0.094071,0.10886,0.12
-0.099686,-0.066757,-0.044353,-0.015818,0.015675,0.045963,0.07253,0.094386,0.11151,0.12437,0.13363
-0.083737,-0.051647,-0.023913,0.0078956,0.040517,0.070285,0.095248,0.11492,0.12964,0.14013,0.14718
-0.063796,-0.033394,0.0002852,0.035332,0.068454,0.096845,0.11937,0.13617,0.14798,0.15574,0.16035
-0.040476,-0.010918,0.028597,0.066242,0.098905,0.12494,0.14421,0.15752,0.16601,0.17078,0.17279
-0.014178,0.016704,0.061142,0.10015,0.13111,0.15376,0.16902,0.17836,0.18323,0.18486,0.18423
0.015041,0.049992,0.097682,0.1363,0.16416,0.18242,0.19304,0.19807,0.19917,0.19765,0.1944
0.047463,0.088876,0.13755,0.17374,0.19704,0.21002,0.21556,0.2161,0.21345,0.20884,0.20311
0.083575,0.13261,0.17964,0.21126,0.22869,0.23572,0.23594,0.23201,0.22573,0.21824,0.21022
0.12383,0.17981,0.22249,0.24757,0.25807,0.25877,0.25366,0.24545,0.23581,0.22569,0.21563
0.16837,0.2286,0.26444,0.2814,0.28428,0.27856,0.26834,0.25619,0.24354,0.23112,0.21931
0.21678,0.27683,0.30379,0.31155,0.30657,0.29465,0.27975,0.26412,0.24888,0.23454,0.22127
0.26798,0.3224,0.339,0.33709,0.32442,0.3068,0.2878,0.26923,0.25187,0.23598,0.22157
0.32018,0.36345,0.36885,0.35737,0.33756,0.31496,0.29253,0.27161,0.2526,0.23554,0.22029
0.37109,0.39857,0.39256,0.37207,0.34597,0.31922,0.29411,0.27141,0.25121,0.23333,0.21751
0.41817,0.42693,0.40979,0.38121,0.34983,0.31984,0.29275,0.26882,0.24786,0.22949,0.21336
0.45898,0.44824,0.42062,0.38507,0.34949,0.31713,0.28873,0.26408,0.24273,0.22416,0.20795
0.49158,0.46263,0.42545,0.38412,0.3454,0.31147,0.28235,0.25741,0.23599,0.21748,0.2014
0.51478,0.47055,0.42486,0.37891,0.33802,0.30324,0.27389,0.24903,0.22783,0.2096,0.19381
0.52826,0.47253,0.41946,0.37001,0.32782,0.29276,0.26361,0.23914,0.21839,0.20063,0.18529
0.53256,0.46909,0.40983,0.35791,0.31517,0.28036,0.25176,0.22793,0.20784,0.1907,0.17595
0.52889,0.46059,0.3964,0.34301,0.3004,0.26627,0.23852,0.21556,0.1963,0.17994,0.16588
0.51878,0.44723,0.37946,0.3256,0.28374,0.25069,0.22406,0.20218,0.1839,0.16843,0.15517
0.50369,0.42909,0.35921,0.30587,0.26536,0.23379,0.20854,0.18791,0.17076,0.15628,0.1439
0.48471,0.4062,0.3358,0.28401,0.24544,0.21569,0.19207,0.17288,0.15697,0.14358,0.13215
0.46229,0.37865,0.30939,0.26016,0.2241,0.19654,0.17479,0.15718,0.14263,0.13041,0.11999
0.43615,0.34668,0.28025,0.23455,0.20153,0.17648,0.1568,0.14092,0.12783,0.11684,0.10747
0.40541,0.31069,0.24875,0.20744,0.17791,0.15565,0.13823,0.12419,0.11262,0.10292,0.094656
0.36882,0.27127,0.21535,0.17913,0.15347,0.13422,0.11918,0.10707,0.097096,0.088721,0.081585
0.32515,0.22913,0.18056,0.14996,0.12842,0.11232,0.09976,0.089645,0.081299,0.074284,0.068303
0.27358,0.185,0.1449,0.12025,0.10298,0.090109,0.080071,0.071977,0.065287,0.059655,0.054848
0.21401,0.13956,0.10878,0.090252,0.077324,0.067697,0.06019,0.054128,0.049107,0.044873,0.041256
0.14727,0.093351,0.072506,0.060161,0.051567,0.045173,0.040186,0.036153,0.032805,0.029978,0.027561
0.075094,0.046751,0.036235,0.03007,0.025784,0.022596,0.02011,0.018096,0.016423,0.015008,0.013798
-3.3307e-16,-2.2204e-16,-2.2204e-16,-2.2204e-16,-2.2204e-16,-2.2204e-16,-2.2204e-16,-1.1102e-16,-1.1102e-16,-1.1102e-16,-1.1102e-16
-0.075094,-0.046751,-0.036235,-0.03007,-0.025784,-0.022596,-0.02011,-0.018096,-0.016423,-0.015008,-0.013798
-0.14727,-0.093351,-0.072506,-0.060161,-0.051567,-0.045173,-0.040186,-0.036153,-0.032805,-0.029978,-0.027561
-0.21401,-0.13956,-0.10878,-0.090252,-0.077324,-0.067697,-0.06019,-0.054128,-0.049107,-0.044873,-0.041256
-0.27358,-0.185,-0.1449,-0.12025,-0.10298,-0.090109,-0.080071,-0.071977,-0.065287,-0.059655,-0.054848
-0.32515,-0.22913,-0.18056,-0.14996,-0.12842,-0.11232,-0.09976,-0.089645,-0.081299,-0.074284,-0.068303
-0.36882,-0.27127,-0.21535,-0.17913,-0.15347,-0.13422,-0.11918,-0.10707,-0.097096,-0.088721,-0.081585
-0.40541,-0.31069,-0.24875,-0.20744,-0.17791,-0.15565,-0.13823,-0.12419,-0.11262,-0.10292,-0.094656
