name,status,n_train,n_test,predict_steps,train_loss,val_loss,mean_err,std_err,gen_time_s,train_time_s
ExpNoise,ok,1650000,25000,500,1.2568334568641149e-05,1.2931905985169578e-05,0.0042551439255476,0.003174052806571126,36126.57015252113,4220.5294506549835
GBM,ok,500000,50000,50,2.3638450841190206e-07,1.5371687140941503e-06,0.10101049393415451,8.36084270477295,4352.356614351273,1268.8456990718842
