name,status,n_train,n_test,predict_steps,train_loss,val_loss,mean_err,std_err,gen_time_s,train_time_s
GBM,ok,245000,50000,100,6.121153433014115e-07,5.117209411764634e-07,0.7221312522888184,0.23682644963264465,363.0737898349762,238.3205451965332
