3.356053275638259947e-05 4.433299909578636289e-05
2.191223939007613808e-05 1.494997013651300222e-05
2.040734943875577301e-05 1.634878753975499421e-05
1.890396015369333327e-05 1.468703158025164157e-05
1.759609949658624828e-05 1.397161122440593317e-05
1.609862374607473612e-05 1.695636456133797765e-05
1.502961276855785400e-05 1.501060523878550157e-05
1.444066947442479432e-05 1.609691935300361365e-05
1.404033719154540449e-05 1.349869035038864240e-05
1.380781213811133057e-05 1.421196247974876314e-05
1.365537355013657361e-05 1.391819205309730023e-05
1.355287986370967701e-05 1.368245102639775723e-05
1.347941633866867051e-05 1.420487114955903962e-05
1.342561790806939825e-05 1.392370177200064063e-05
1.336802961304783821e-05 1.553582842461764812e-05
1.330906070506898686e-05 1.350443471892504022e-05
1.332302963419351727e-05 1.334272928943391889e-05
1.325183347944403067e-05 1.330132090515689924e-05
1.324745244346559048e-05 1.359312773274723440e-05
1.321389208897016943e-05 1.334932403551647440e-05
1.317157148150727153e-05 1.318206795986043289e-05
1.313499615207547322e-05 1.320232695434242487e-05
1.314521796302869916e-05 1.318566592090064660e-05
1.312241784034995362e-05 1.339313803327968344e-05
1.308898754359688610e-05 1.316841462539741769e-05
1.307302954955957830e-05 1.337419871560996398e-05
1.304268153035081923e-05 1.342542873317142949e-05
1.302827968174824491e-05 1.312292533839354292e-05
1.301085922023048624e-05 1.319354396400740370e-05
1.299272389587713405e-05 1.326468282059067860e-05
1.297914786846376956e-05 1.325179982814006507e-05
1.297424296353710815e-05 1.332389547314960510e-05
1.298120696446858346e-05 1.302285181736806408e-05
1.295623769692610949e-05 1.368480297969654202e-05
1.291709031647769734e-05 1.343387248198268935e-05
1.292512115469435230e-05 1.313522625423502177e-05
1.289677311433479190e-05 1.297207472816808149e-05
1.289661395276198164e-05 1.342545419902307913e-05
1.290160889766411856e-05 1.309919389314018190e-05
1.288103794649941847e-05 1.325219636783003807e-05
1.288402472710004076e-05 1.317322312388569117e-05
1.286268889089114964e-05 1.309011986450059339e-05
1.284526388189988211e-05 1.382286609441507608e-05
1.286106726183788851e-05 1.352264462184393778e-05
1.284021800529444590e-05 1.312637232331326231e-05
1.284185145777883008e-05 1.303488261328311637e-05
1.283341225644107908e-05 1.357426299364306033e-05
1.280497053812723607e-05 1.330480699834879488e-05
1.279679781873710454e-05 1.302130749536445364e-05
1.277821593248518184e-05 1.304300894844345748e-05
1.277022875001421198e-05 1.299769337492762133e-05
1.275779686693567783e-05 1.299328869208693504e-05
1.275684280699351802e-05 1.327830977970734239e-05
1.274885016755433753e-05 1.308402443100931123e-05
1.274477835977450013e-05 1.306012018176261336e-05
1.274059650313574821e-05 1.309542403760133311e-05
1.273212637897813693e-05 1.302128112001810223e-05
1.272977351618465036e-05 1.331365911028115079e-05
1.273276484425878152e-05 1.298403003602288663e-05
1.271827568416483700e-05 1.327365862380247563e-05
1.270727807423099875e-05 1.300124404224334285e-05
1.270473421755013987e-05 1.298461666010553017e-05
1.270170014322502539e-05 1.307816273765638471e-05
1.270161919819656760e-05 1.306472222495358437e-05
1.268941741727758199e-05 1.305780642724130303e-05
1.269406220671953633e-05 1.298040297115221620e-05
1.267853622266557068e-05 1.305219575442606583e-05
1.268390860786894336e-05 1.299017458222806454e-05
1.267238349100807682e-05 1.302162581851007417e-05
1.267081461264751852e-05 1.313345455855596811e-05
1.266742765437811613e-05 1.298360348300775513e-05
1.265798437088960782e-05 1.297859580517979339e-05
1.265715218323748559e-05 1.314996552537195385e-05
1.265037099074106663e-05 1.292132401431445032e-05
1.264150705537758768e-05 1.310812876909039915e-05
1.264330694539239630e-05 1.300285384786548093e-05
1.263983995158923790e-05 1.297919061471475288e-05
1.263172998733352870e-05 1.293139848712598905e-05
1.263178091903682798e-05 1.293615605391096324e-05
1.262761543330270797e-05 1.293060358875663951e-05
1.262356272491160780e-05 1.304712259297957644e-05
1.262306159333093092e-05 1.292560045840218663e-05
1.261298166355118155e-05 1.296071513934293762e-05
1.260835233551915735e-05 1.300742860621539876e-05
1.260885710507864133e-05 1.293328659812686965e-05
1.260488352272659540e-05 1.292064189328812063e-05
1.260000044567277655e-05 1.293693185289157555e-05
1.259838336409302428e-05 1.295383663091342896e-05
1.259503642359049991e-05 1.294014145969413221e-05
1.259251439478248358e-05 1.302190594287822023e-05
1.259163946087937802e-05 1.293015247938456014e-05
1.258771590073592961e-05 1.295260335609782487e-05
1.258500105905113742e-05 1.292193246626993641e-05
1.257901567441876978e-05 1.292822435061680153e-05
1.257973963220138103e-05 1.292225078941555694e-05
1.257422354683512822e-05 1.294595858780667186e-05
1.257542680832557380e-05 1.295571837545139715e-05
1.257354779227171093e-05 1.293077275477116928e-05
1.257205985893961042e-05 1.293069362873211503e-05
1.256833456864114851e-05 1.293190598516957834e-05
