time,abs_mean_error,abs_std_error
1.910000000000000142e+00,5.004882812500000000e-03,3.828153014183044434e-03
1.919999999999999929e+00,5.176424980163574219e-03,3.802906721830368042e-03
1.929999999999999938e+00,5.180537700653076172e-03,3.824763000011444092e-03
1.939999999999999947e+00,5.193650722503662109e-03,3.919038921594619751e-03
1.949999999999999956e+00,5.117654800415039062e-03,3.907833248376846313e-03
1.959999999999999964e+00,5.136549472808837891e-03,3.829319030046463013e-03
1.969999999999999973e+00,5.107104778289794922e-03,3.828208893537521362e-03
1.979999999999999982e+00,5.125820636749267578e-03,3.942787647247314453e-03
1.989999999999999991e+00,5.271196365356445312e-03,4.158426076173782349e-03
2.000000000000000000e+00,5.107820034027099609e-03,4.216808825731277466e-03
2.010000000000000231e+00,5.266904830932617188e-03,4.384182393550872803e-03
2.020000000000000018e+00,5.229473114013671875e-03,4.511084407567977905e-03
2.030000000000000249e+00,5.265474319458007812e-03,4.443492740392684937e-03
2.040000000000000036e+00,5.323410034179687500e-03,4.370309412479400635e-03
2.049999999999999822e+00,5.334436893463134766e-03,4.216268658638000488e-03
2.060000000000000053e+00,5.371093750000000000e-03,4.432808607816696167e-03
2.069999999999999840e+00,5.252540111541748047e-03,4.369869828224182129e-03
2.080000000000000071e+00,5.472958087921142578e-03,4.280041903257369995e-03
2.089999999999999858e+00,5.339086055755615234e-03,4.299137741327285767e-03
2.100000000000000089e+00,5.448102951049804688e-03,4.240911453962326050e-03
2.109999999999999876e+00,5.434393882751464844e-03,4.280831664800643921e-03
2.120000000000000107e+00,5.507647991180419922e-03,4.216823726892471313e-03
2.129999999999999893e+00,5.386292934417724609e-03,4.276040941476821899e-03
2.140000000000000124e+00,5.261242389678955078e-03,4.247367382049560547e-03
2.149999999999999911e+00,5.249679088592529297e-03,4.072021692991256714e-03
2.160000000000000142e+00,5.283117294311523438e-03,4.241619259119033813e-03
2.169999999999999929e+00,5.269467830657958984e-03,4.233304411172866821e-03
2.180000000000000160e+00,5.334079265594482422e-03,4.290919750928878784e-03
2.189999999999999947e+00,5.241036415100097656e-03,4.246424883604049683e-03
2.200000000000000178e+00,5.164623260498046875e-03,4.231933504343032837e-03
2.209999999999999964e+00,5.281031131744384766e-03,4.346106201410293579e-03
2.220000000000000195e+00,5.234539508819580078e-03,4.345301538705825806e-03
2.229999999999999982e+00,5.279719829559326172e-03,4.338309168815612793e-03
2.240000000000000213e+00,5.245089530944824219e-03,4.326801747083663940e-03
2.250000000000000000e+00,5.193591117858886719e-03,4.372134804725646973e-03
2.260000000000000231e+00,5.304753780364990234e-03,4.392120987176895142e-03
2.270000000000000018e+00,5.218803882598876953e-03,4.528801888227462769e-03
2.280000000000000249e+00,5.246877670288085938e-03,4.583872854709625244e-03
2.290000000000000036e+00,5.342304706573486328e-03,4.501130431890487671e-03
2.300000000000000266e+00,5.368053913116455078e-03,4.468634724617004395e-03
2.310000000000000053e+00,5.461812019348144531e-03,4.506990313529968262e-03
2.319999999999999840e+00,5.399465560913085938e-03,4.434600472450256348e-03
2.330000000000000071e+00,5.413949489593505859e-03,4.403166472911834717e-03
2.339999999999999858e+00,5.329072475433349609e-03,4.258174449205398560e-03
2.350000000000000089e+00,5.388438701629638672e-03,4.252579063177108765e-03
2.359999999999999876e+00,5.328714847564697266e-03,4.033390432596206665e-03
2.370000000000000107e+00,5.303323268890380859e-03,4.206735640764236450e-03
2.379999999999999893e+00,5.243718624114990234e-03,4.174690693616867065e-03
2.390000000000000124e+00,5.272567272186279297e-03,4.180565476417541504e-03
2.399999999999999911e+00,5.196630954742431641e-03,3.939505666494369507e-03
2.410000000000000142e+00,5.100727081298828125e-03,3.791082650423049927e-03
2.419999999999999929e+00,5.179822444915771484e-03,3.771096467971801758e-03
2.430000000000000160e+00,5.135476589202880859e-03,3.758236765861511230e-03
2.439999999999999947e+00,5.200326442718505859e-03,3.810003399848937988e-03
2.450000000000000178e+00,5.078434944152832031e-03,3.855168819427490234e-03
2.459999999999999964e+00,5.245506763458251953e-03,3.923960030078887939e-03
2.470000000000000195e+00,5.163431167602539062e-03,3.954991698265075684e-03
2.479999999999999982e+00,5.150318145751953125e-03,3.829088062047958374e-03
2.490000000000000213e+00,4.980266094207763672e-03,3.859270364046096802e-03
2.500000000000000000e+00,4.900217056274414062e-03,3.904886543750762939e-03
2.510000000000000231e+00,4.952549934387207031e-03,4.002079367637634277e-03
2.520000000000000018e+00,5.072236061096191406e-03,3.982860594987869263e-03
2.530000000000000249e+00,5.028843879699707031e-03,3.926560282707214355e-03
2.540000000000000036e+00,4.848480224609375000e-03,3.958147019147872925e-03
2.550000000000000266e+00,4.906356334686279297e-03,3.922514617443084717e-03
2.560000000000000053e+00,4.987895488739013672e-03,3.979813307523727417e-03
2.569999999999999840e+00,4.932969808578491211e-03,3.783293068408966064e-03
2.580000000000000071e+00,5.007088184356689453e-03,3.963988274335861206e-03
2.589999999999999858e+00,5.248606204986572266e-03,3.943327814340591431e-03
2.600000000000000089e+00,5.225330591201782227e-03,3.890816122293472290e-03
2.609999999999999876e+00,5.288928747177124023e-03,4.110455513000488281e-03
2.620000000000000107e+00,5.155861377716064453e-03,4.016004502773284912e-03
2.629999999999999893e+00,5.189955234527587891e-03,4.047371447086334229e-03
2.640000000000000124e+00,5.106717348098754883e-03,3.914318978786468506e-03
2.649999999999999911e+00,5.022943019866943359e-03,3.869559615850448608e-03
2.660000000000000142e+00,4.942178726196289062e-03,3.742530941963195801e-03
2.669999999999999929e+00,4.996299743652343750e-03,3.904253244400024414e-03
2.680000000000000160e+00,4.982233047485351562e-03,4.073686897754669189e-03
2.689999999999999947e+00,4.974246025085449219e-03,4.170984029769897461e-03
2.700000000000000178e+00,4.847794771194458008e-03,4.007775336503982544e-03
2.709999999999999964e+00,4.935681819915771484e-03,4.026737064123153687e-03
2.720000000000000195e+00,4.917085170745849609e-03,3.969363868236541748e-03
2.729999999999999982e+00,5.031406879425048828e-03,3.999024629592895508e-03
2.740000000000000213e+00,5.058139562606811523e-03,3.939304500818252563e-03
2.750000000000000000e+00,5.165576934814453125e-03,3.960169851779937744e-03
2.760000000000000231e+00,5.151003599166870117e-03,3.948196768760681152e-03
2.770000000000000018e+00,5.165457725524902344e-03,4.023596644401550293e-03
2.780000000000000249e+00,5.262225866317749023e-03,4.039578139781951904e-03
2.790000000000000036e+00,5.111396312713623047e-03,4.189267754554748535e-03
2.800000000000000266e+00,5.250781774520874023e-03,4.264369606971740723e-03
2.810000000000000053e+00,5.505770444869995117e-03,4.247788339853286743e-03
2.819999999999999840e+00,5.564093589782714844e-03,4.269555211067199707e-03
2.830000000000000071e+00,5.515724420547485352e-03,4.218339920043945312e-03
2.839999999999999858e+00,5.450725555419921875e-03,4.176367074251174927e-03
2.850000000000000089e+00,5.428403615951538086e-03,4.074331372976303101e-03
2.859999999999999876e+00,5.257666110992431641e-03,4.209309816360473633e-03
2.870000000000000107e+00,5.336850881576538086e-03,4.173215478658676147e-03
2.879999999999999893e+00,5.408525466918945312e-03,4.266068339347839355e-03
2.890000000000000124e+00,5.393922328948974609e-03,4.147417843341827393e-03
2.899999999999999911e+00,5.344122648239135742e-03,4.044316709041595459e-03
2.910000000000000142e+00,5.211651325225830078e-03,4.048701375722885132e-03
2.919999999999999929e+00,5.363702774047851562e-03,3.821752965450286865e-03
2.930000000000000160e+00,5.393892526626586914e-03,3.663726150989532471e-03
2.939999999999999947e+00,5.309581756591796875e-03,3.713846206665039062e-03
2.950000000000000178e+00,5.166947841644287109e-03,3.747910261154174805e-03
2.959999999999999964e+00,5.106449127197265625e-03,3.660570830106735229e-03
2.970000000000000195e+00,5.033016204833984375e-03,3.615509718656539917e-03
2.979999999999999982e+00,4.916548728942871094e-03,3.650702536106109619e-03
2.990000000000000213e+00,4.684388637542724609e-03,3.589794039726257324e-03
3.000000000000000000e+00,4.614114761352539062e-03,3.470007330179214478e-03
3.010000000000000231e+00,4.545331001281738281e-03,3.420166671276092529e-03
3.020000000000000018e+00,4.513025283813476562e-03,3.359999507665634155e-03
3.030000000000000249e+00,4.642844200134277344e-03,3.490690141916275024e-03
3.040000000000000036e+00,4.573106765747070312e-03,3.415264189243316650e-03
3.050000000000000266e+00,4.546225070953369141e-03,3.429286181926727295e-03
3.060000000000000053e+00,4.549026489257812500e-03,3.524094820022583008e-03
3.070000000000000284e+00,4.555881023406982422e-03,3.433339297771453857e-03
3.080000000000000071e+00,4.715919494628906250e-03,3.605566918849945068e-03
3.089999999999999858e+00,4.705965518951416016e-03,3.605317324399948120e-03
3.100000000000000089e+00,4.629015922546386719e-03,3.493696451187133789e-03
3.109999999999999876e+00,4.509925842285156250e-03,3.551367670297622681e-03
3.120000000000000107e+00,4.532098770141601562e-03,3.540672361850738525e-03
3.129999999999999893e+00,4.591882228851318359e-03,3.534946590662002563e-03
3.140000000000000124e+00,4.716873168945312500e-03,3.644220530986785889e-03
3.149999999999999911e+00,4.610598087310791016e-03,3.452915698289871216e-03
3.160000000000000142e+00,4.636645317077636719e-03,3.482945263385772705e-03
3.169999999999999929e+00,4.653275012969970703e-03,3.689616918563842773e-03
3.180000000000000160e+00,4.491627216339111328e-03,3.589201718568801880e-03
3.189999999999999947e+00,4.448950290679931641e-03,3.593031316995620728e-03
3.200000000000000178e+00,4.447698593139648438e-03,3.598973155021667480e-03
3.209999999999999964e+00,4.504501819610595703e-03,3.538399934768676758e-03
3.220000000000000195e+00,4.527449607849121094e-03,3.570102155208587646e-03
3.229999999999999982e+00,4.589974880218505859e-03,3.491010516881942749e-03
3.240000000000000213e+00,4.451036453247070312e-03,3.474649041891098022e-03
3.250000000000000000e+00,4.452705383300781250e-03,3.770835697650909424e-03
3.260000000000000231e+00,4.546165466308593750e-03,3.786817193031311035e-03
3.270000000000000018e+00,4.556477069854736328e-03,3.746699541807174683e-03
3.280000000000000249e+00,4.622399806976318359e-03,3.628157079219818115e-03
3.290000000000000036e+00,4.608929157257080078e-03,3.818340599536895752e-03
3.300000000000000266e+00,4.741191864013671875e-03,3.725804388523101807e-03
3.310000000000000053e+00,4.754424095153808594e-03,3.808770328760147095e-03
3.320000000000000284e+00,5.016267299652099609e-03,3.927953541278839111e-03
3.330000000000000071e+00,5.031704902648925781e-03,3.986701369285583496e-03
3.339999999999999858e+00,5.205780267715454102e-03,4.018448293209075928e-03
3.350000000000000089e+00,5.246371030807495117e-03,4.112251102924346924e-03
3.359999999999999876e+00,5.337625741958618164e-03,4.116330295801162720e-03
3.370000000000000107e+00,5.246847867965698242e-03,4.153419286012649536e-03
3.379999999999999893e+00,5.181998014450073242e-03,4.305738955736160278e-03
3.390000000000000124e+00,5.001932382583618164e-03,4.285462200641632080e-03
3.399999999999999911e+00,5.188703536987304688e-03,4.229743033647537231e-03
3.410000000000000142e+00,5.245894193649291992e-03,4.181295633316040039e-03
3.419999999999999929e+00,5.291074514389038086e-03,3.999244421720504761e-03
3.430000000000000160e+00,5.181938409805297852e-03,4.003584384918212891e-03
3.439999999999999947e+00,5.329281091690063477e-03,3.972984850406646729e-03
3.450000000000000178e+00,5.306154489517211914e-03,3.910358995199203491e-03
3.459999999999999964e+00,5.409657955169677734e-03,3.929283469915390015e-03
3.470000000000000195e+00,5.462408065795898438e-03,4.004955291748046875e-03
3.479999999999999982e+00,5.598008632659912109e-03,4.041407257318496704e-03
3.490000000000000213e+00,5.611389875411987305e-03,4.112236201763153076e-03
3.500000000000000000e+00,5.513548851013183594e-03,4.173453897237777710e-03
3.510000000000000231e+00,5.547791719436645508e-03,4.056375473737716675e-03
3.520000000000000018e+00,5.528539419174194336e-03,4.092410206794738770e-03
3.530000000000000249e+00,5.343735218048095703e-03,4.006315022706985474e-03
3.540000000000000036e+00,5.221068859100341797e-03,3.966160118579864502e-03
3.550000000000000266e+00,5.129218101501464844e-03,3.869906067848205566e-03
3.560000000000000053e+00,5.081772804260253906e-03,3.729991614818572998e-03
3.570000000000000284e+00,5.025744438171386719e-03,3.796257078647613525e-03
3.580000000000000071e+00,4.922211170196533203e-03,3.698434680700302124e-03
3.589999999999999858e+00,4.938125610351562500e-03,3.672394901514053345e-03
3.600000000000000089e+00,5.036950111389160156e-03,3.706369549036026001e-03
3.609999999999999876e+00,4.888474941253662109e-03,3.851477056741714478e-03
3.620000000000000107e+00,4.851400852203369141e-03,3.752276301383972168e-03
3.629999999999999893e+00,4.895865917205810547e-03,3.794200718402862549e-03
3.640000000000000124e+00,4.906952381134033203e-03,3.564748913049697876e-03
3.649999999999999911e+00,4.988849163055419922e-03,3.575105220079421997e-03
3.660000000000000142e+00,4.914879798889160156e-03,3.568500280380249023e-03
3.669999999999999929e+00,4.878520965576171875e-03,3.604978322982788086e-03
3.680000000000000160e+00,4.832208156585693359e-03,3.592327237129211426e-03
3.689999999999999947e+00,4.769623279571533203e-03,3.503475338220596313e-03
3.700000000000000178e+00,4.846394062042236328e-03,3.595449030399322510e-03
3.709999999999999964e+00,4.932224750518798828e-03,3.703214228153228760e-03
3.720000000000000195e+00,4.898309707641601562e-03,3.838621079921722412e-03
3.729999999999999982e+00,4.838943481445312500e-03,3.893956542015075684e-03
3.740000000000000213e+00,4.948318004608154297e-03,3.970261663198471069e-03
3.750000000000000000e+00,4.920899868011474609e-03,4.092577844858169556e-03
3.760000000000000231e+00,5.007565021514892578e-03,4.030283540487289429e-03
3.770000000000000018e+00,5.023479461669921875e-03,3.933738917112350464e-03
3.780000000000000249e+00,4.899263381958007812e-03,3.939628601074218750e-03
3.790000000000000036e+00,5.089938640594482422e-03,3.905627876520156860e-03
3.800000000000000266e+00,5.168676376342773438e-03,3.857452422380447388e-03
3.810000000000000053e+00,5.028605461120605469e-03,3.803726285696029663e-03
3.820000000000000284e+00,4.924952983856201172e-03,3.808069974184036255e-03
3.830000000000000071e+00,4.977703094482421875e-03,3.861255943775177002e-03
3.839999999999999858e+00,5.049288272857666016e-03,3.837745636701583862e-03
3.850000000000000089e+00,4.981696605682373047e-03,3.943450748920440674e-03
3.859999999999999876e+00,4.962980747222900391e-03,3.876488655805587769e-03
