0,1,0,0
5e-05,1,0.019974,2.5737e-09
5.1202e-05,1,0.020454,2.7328e-09
5.2433e-05,1,0.020944,2.8958e-09
5.3694e-05,1,0.021447,3.0627e-09
5.4985e-05,1,0.021961,3.2738e-09
5.6307e-05,1,0.022488,3.5266e-09
5.7661e-05,1,0.023027,3.7854e-09
5.9048e-05,1,0.023579,4.0504e-09
6.0467e-05,1,0.024144,4.3217e-09
6.1921e-05,1,0.024723,4.5997e-09
6.341e-05,1,0.025315,4.8843e-09
6.4935e-05,1,0.025922,5.1757e-09
6.6496e-05,1,0.026543,5.5294e-09
6.8095e-05,1,0.027179,5.908e-09
6.9733e-05,1,0.02783,6.311e-09
7.1409e-05,1,0.028496,6.7399e-09
7.3126e-05,1,0.029178,7.1961e-09
7.4885e-05,1,0.029877,7.681e-09
7.6685e-05,1,0.030592,8.1961e-09
7.8529e-05,1,0.031324,8.7432e-09
8.0417e-05,1,0.032074,9.3238e-09
8.2351e-05,1,0.032841,9.94e-09
8.4331e-05,1,0.033626,1.0613e-08
8.6359e-05,1,0.03443,1.1347e-08
8.8435e-05,1,0.035253,1.2131e-08
9.0562e-05,1,0.036095,1.2968e-08
9.2739e-05,1,0.036957,1.386e-08
9.4969e-05,1,0.037839,1.4812e-08
9.7252e-05,1,0.038743,1.5825e-08
9.9591e-05,1,0.039667,1.6904e-08
0.00010199,1,0.040614,1.8062e-08
0.00010444,1,0.041582,1.9332e-08
0.00010695,1,0.042573,2.0692e-08
0.00010952,1,0.043587,2.2147e-08
0.00011215,1,0.044624,2.3701e-08
0.00011485,1,0.045687,2.536e-08
0.00011761,1,0.046773,2.7131e-08
0.00012044,1,0.047886,2.9032e-08
0.00012334,1,0.049023,3.11e-08
0.0001263,0.99999,0.050187,3.3316e-08
0.00012934,0.99999,0.051378,3.5687e-08
0.00013245,0.99999,0.052597,3.8222e-08
0.00013563,0.99999,0.053844,4.093e-08
0.00013889,0.99999,0.055119,4.383e-08
0.00014223,0.99999,0.056424,4.6953e-08
0.00014565,0.99999,0.057758,5.0303e-08
0.00014916,0.99999,0.059123,5.3897e-08
0.00015274,0.99999,0.060519,5.7751e-08
0.00015642,0.99999,0.061947,6.1885e-08
0.00016018,0.99999,0.063407,6.632e-08
0.00016403,0.99999,0.0649,7.1078e-08
0.00016797,0.99999,0.066427,7.6181e-08
0.00017201,0.99999,0.067987,8.1657e-08
0.00017615,0.99999,0.069583,8.7531e-08
0.00018038,0.99999,0.071214,9.3832e-08
0.00018472,0.99999,0.072882,1.0058e-07
0.00018916,0.99999,0.074586,1.0782e-07
0.00019371,0.99999,0.076328,1.1558e-07
0.00019837,0.99999,0.078107,1.239e-07
0.00020314,0.99999,0.079926,1.3283e-07
0.00020802,0.99999,0.081784,1.424e-07
0.00021302,0.99999,0.083682,1.5266e-07
0.00021814,0.99999,0.085621,1.6367e-07
0.00022339,0.99999,0.087601,1.7547e-07
0.00022876,0.99999,0.089623,1.8812e-07
0.00023426,0.99999,0.091688,2.0166e-07
0.00023989,0.99999,0.093796,2.1618e-07
0.00024566,0.99999,0.095947,2.3173e-07
0.00025157,0.99999,0.098143,2.4841e-07
0.00025762,0.99999,0.10038,2.6628e-07
0.00026381,0.99999,0.10267,2.8543e-07
0.00027016,0.99999,0.105,3.0595e-07
0.00027665,0.99999,0.10738,3.279e-07
0.0002833,0.99999,0.10981,3.5141e-07
0.00029012,0.99999,0.11228,3.7659e-07
0.00029709,0.99999,0.1148,4.0355e-07
0.00030424,0.99999,0.11737,4.3242e-07
0.00031155,0.99999,0.11999,4.6333e-07
0.00031904,0.99999,0.12265,4.9639e-07
0.00032671,0.99999,0.12537,5.3176e-07
0.00033457,0.99999,0.12813,5.6959e-07
0.00034261,0.99999,0.13094,6.1007e-07
0.00035085,0.99999,0.13381,6.5337e-07
0.00035929,0.99999,0.13672,6.9968e-07
0.00036793,0.99999,0.13968,7.4916e-07
0.00037677,0.99998,0.14269,8.0204e-07
0.00038583,0.99998,0.14575,8.5855e-07
0.00039511,0.99998,0.14885,9.1892e-07
0.00040461,0.99998,0.15201,9.8339e-07
0.00041434,0.99998,0.15521,1.0522e-06
0.0004243,0.99998,0.15846,1.1258e-06
0.0004345,0.99998,0.16176,1.2042e-06
0.00044495,0.99998,0.1651,1.2879e-06
0.00045565,0.99998,0.16849,1.3772e-06
0.00046661,0.99998,0.17192,1.4724e-06
0.00047783,0.99998,0.17539,1.5739e-06
0.00048932,0.99998,0.1789,1.6821e-06
0.00050108,0.99998,0.18246,1.7973e-06
0.00051313,0.99998,0.18605,1.92e-06
0.00052547,0.99998,0.18968,2.0506e-06
0.0005381,0.99998,0.19334,2.1897e-06
0.00055104,0.99998,0.19704,2.3376e-06
0.00056429,0.99998,0.20076,2.4949e-06
0.00057786,0.99998,0.20452,2.662e-06
0.00059175,0.99998,0.2083,2.8397e-06
0.00060598,0.99998,0.21211,3.0283e-06
0.00062055,0.99998,0.21593,3.2286e-06
0.00063547,0.99997,0.21977,3.4411e-06
0.00065075,0.99997,0.22363,3.6665e-06
0.0006664,0.99997,0.2275,3.9054e-06
0.00068242,0.99997,0.23138,4.1586e-06
0.00069883,0.99997,0.23526,4.4267e-06
0.00071564,0.99997,0.23914,4.7104e-06
0.00073284,0.99997,0.24303,5.0106e-06
0.00075046,0.99997,0.2469,5.328e-06
0.00076851,0.99997,0.25076,5.6633e-06
0.00078699,0.99997,0.25461,6.0175e-06
0.00080591,0.99997,0.25844,6.3913e-06
0.00082529,0.99997,0.26225,6.7854e-06
0.00084513,0.99997,0.26603,7.201e-06
0.00086545,0.99997,0.26978,7.6388e-06
0.00088626,0.99996,0.2735,8.0997e-06
0.00090757,0.99996,0.27717,8.5844e-06
0.0009294,0.99996,0.28081,9.0941e-06
0.00095174,0.99996,0.28439,9.6296e-06
0.00097463,0.99996,0.28792,1.0192e-05
0.00099806,0.99996,0.29139,1.0782e-05
0.0010221,0.99996,0.2948,1.14e-05
0.0010466,0.99996,0.29815,1.2048e-05
0.0010718,0.99996,0.30143,1.2727e-05
0.0010976,0.99996,0.30464,1.3437e-05
0.001124,0.99996,0.30777,1.4179e-05
0.001151,0.99995,0.31083,1.4955e-05
0.0011787,0.99995,0.3138,1.5764e-05
0.001207,0.99995,0.31668,1.6609e-05
0.001236,0.99995,0.31948,1.749e-05
0.0012657,0.99995,0.32219,1.8407e-05
0.0012962,0.99995,0.32481,1.9363e-05
0.0013273,0.99995,0.32733,2.0357e-05
0.0013593,0.99995,0.32976,2.139e-05
0.0013919,0.99994,0.3321,2.2464e-05
0.0014254,0.99994,0.33433,2.3579e-05
0.0014597,0.99994,0.33647,2.4735e-05
0.0014948,0.99994,0.33851,2.5935e-05
0.0015307,0.99994,0.34046,2.7177e-05
0.0015675,0.99994,0.34231,2.8464e-05
